height,width,iterations,precision,skip_cpu,device_index,block_size,cpu_iteration,gpu_iteration,gpu_iteration_setup,gpu_iteration_alloc,gpu_iteration_to,gpu_iteration_comp,gpu_iteration_from,iteratation_diff,iteration_disc,cpu_average,gpu_average,gpu_average_setup,gpu_average_alloc,gpu_average_to,gpu_average_comp,gpu_average_from,average_diff,average_disc,cpu_average_val,gpu_average_val
960,960,1000,32,0,0,256,3.906398e-01,8.193016e-03,5.920000e-06,1.789760e-04,1.091200e-05,6.007872e-03,1.733344e-03,2.689275e-07,0,3.581047e-04,1.381159e-03,4.608000e-06,2.737920e-04,6.992000e-04,1.057920e-04,1.200000e-05,9.007101e-07,0,3.264948e-01,3.264951e-01
960,960,1000,32,0,0,256,3.913300e-01,8.257866e-03,5.536000e-06,1.753280e-04,1.068800e-05,6.004000e-03,1.801120e-03,2.689275e-07,0,3.271103e-04,1.358032e-03,3.584000e-06,2.633920e-04,7.023680e-04,1.063680e-04,1.241600e-05,9.040926e-07,0,3.264948e-01,3.264951e-01
960,960,1000,32,0,0,256,3.909009e-01,8.194923e-03,5.408000e-06,1.845440e-04,1.081600e-05,6.005184e-03,1.731072e-03,2.689275e-07,0,3.299713e-04,1.346827e-03,3.424000e-06,2.632000e-04,6.976960e-04,1.041280e-04,1.139200e-05,9.068259e-07,0,3.264948e-01,3.264951e-01
1920,1920,1000,32,0,0,256,1.537429e+00,2.784705e-02,5.920000e-06,2.182080e-04,1.110400e-05,2.059933e-02,6.438304e-03,1.341429e-07,0,1.397848e-03,3.687859e-03,3.648000e-06,3.226240e-04,2.508864e-03,1.972160e-04,1.792000e-05,1.873659e-06,0,1.631936e-01,1.631951e-01
1920,1920,1000,32,0,0,256,1.517002e+00,2.804589e-02,5.664000e-06,2.276480e-04,1.072000e-05,2.059187e-02,6.588896e-03,1.341429e-07,0,1.445055e-03,3.709793e-03,4.320000e-06,3.411200e-04,2.506272e-03,1.940800e-04,1.852800e-05,1.873472e-06,0,1.631936e-01,1.631951e-01
1920,1920,1000,32,0,0,256,1.525182e+00,2.784085e-02,9.952000e-06,2.068480e-04,1.120000e-05,2.058947e-02,6.468128e-03,1.341429e-07,0,1.363993e-03,3.631830e-03,4.160000e-06,3.233600e-04,2.477632e-03,1.934720e-04,1.865600e-05,1.875242e-06,0,1.631936e-01,1.631951e-01
3840,3840,1000,32,0,0,256,6.075640e+00,1.009881e-01,5.760000e-06,2.421440e-04,1.052800e-05,7.397881e-02,2.543846e-02,6.718198e-08,0,5.474806e-03,1.197410e-02,4.256000e-06,4.118720e-04,9.843487e-03,3.416640e-04,2.051200e-05,2.740795e-06,0,8.160665e-02,8.160885e-02
3840,3840,1000,32,0,0,256,6.111342e+00,1.007791e-01,5.856000e-06,2.317440e-04,1.056000e-05,7.397747e-02,2.525421e-02,6.718198e-08,0,5.156994e-03,1.174808e-02,4.032000e-06,3.782080e-04,9.608928e-03,3.684480e-04,2.134400e-05,2.740725e-06,0,8.160665e-02,8.160884e-02
3840,3840,1000,32,0,0,256,6.104199e+00,1.015792e-01,5.632000e-06,2.634240e-04,1.123200e-05,7.446582e-02,2.523110e-02,6.718198e-08,0,5.545139e-03,1.188302e-02,3.296000e-06,3.783040e-04,9.417120e-03,3.896640e-04,2.153600e-05,2.741457e-06,0,8.160665e-02,8.160885e-02
7680,7680,1000,32,0,0,256,2.600018e+01,4.065528e-01,5.440000e-06,3.788480e-04,1.084800e-05,3.037428e-01,1.009358e-01,3.347180e-08,0,2.108598e-02,4.055405e-02,2.816000e-06,6.420480e-04,3.753318e-02,8.536960e-04,2.531200e-05,3.176065e-06,0,4.082914e-02,4.083166e-02
7680,7680,1000,32,0,0,256,2.598095e+01,4.062078e-01,5.760000e-06,3.736000e-04,1.440000e-05,3.036168e-01,1.007179e-01,3.347180e-08,0,2.126408e-02,4.059601e-02,3.168000e-06,6.371520e-04,3.757356e-02,8.556480e-04,2.595200e-05,3.176022e-06,0,4.082914e-02,4.083166e-02
7680,7680,1000,32,0,0,256,2.607097e+01,3.930950e-01,5.792000e-06,3.742080e-04,1.078400e-05,2.905447e-01,1.006793e-01,3.347180e-08,0,2.108288e-02,4.056811e-02,2.976000e-06,6.617920e-04,3.751645e-02,8.597120e-04,2.521600e-05,3.176145e-06,0,4.082914e-02,4.083167e-02
15360,15360,1000,32,0,0,256,1.036728e+02,1.552496e+00,5.504000e-06,8.903680e-04,1.136000e-05,1.151199e+00,3.982471e-01,1.672679e-08,0,9.509802e-02,1.556110e-01,3.552000e-06,1.568992e-03,1.499010e-01,2.046624e-03,3.385600e-05,3.393586e-06,0,2.044434e-02,2.044705e-02
15360,15360,1000,32,0,0,256,1.051231e+02,1.529820e+00,5.728000e-06,9.052800e-04,1.203200e-05,1.128299e+00,3.985190e-01,1.672679e-08,0,1.043959e-01,1.559260e-01,3.040000e-06,1.634208e-03,1.501502e-01,2.047552e-03,3.411200e-05,3.393574e-06,0,2.044434e-02,2.044705e-02
15360,15360,1000,32,0,0,256,1.081130e+02,1.533143e+00,8.512000e-06,9.026880e-04,1.116800e-05,1.129372e+00,4.007733e-01,1.672679e-08,0,9.593987e-02,1.552629e-01,3.456000e-06,1.591104e-03,1.495413e-01,2.048864e-03,3.494400e-05,3.393539e-06,0,2.044434e-02,2.044705e-02
960,960,1000,32,1,0,4,0.000000e+00,3.945899e-02,5.568000e-06,2.025280e-04,1.507200e-05,3.712666e-02,1.842432e-03,3.264949e-01,921600,0.000000e+00,1.178026e-03,2.976000e-06,2.150080e-04,6.749440e-04,2.745600e-05,1.110400e-05,3.264949e-01,960,0.000000e+00,3.264949e-01
960,960,1000,32,1,0,4,0.000000e+00,3.945780e-02,5.888000e-06,2.355200e-04,1.532800e-05,3.715360e-02,1.764640e-03,3.264949e-01,921600,0.000000e+00,1.223803e-03,2.944000e-06,2.602240e-04,6.760640e-04,2.812800e-05,1.100800e-05,3.264949e-01,960,0.000000e+00,3.264949e-01
960,960,1000,32,1,0,4,0.000000e+00,4.027295e-02,5.984000e-06,1.894080e-04,1.129600e-05,3.807056e-02,1.732512e-03,3.264949e-01,921600,0.000000e+00,1.182079e-03,2.688000e-06,2.311680e-04,6.714560e-04,2.758400e-05,9.855999e-06,3.264949e-01,960,0.000000e+00,3.264949e-01
960,960,1000,32,1,0,8,0.000000e+00,2.168798e-02,1.216000e-05,1.871360e-04,1.068800e-05,1.945677e-02,1.756128e-03,3.264949e-01,921600,0.000000e+00,1.214981e-03,2.464000e-06,2.339520e-04,7.024960e-04,2.208000e-05,1.033600e-05,3.264949e-01,960,0.000000e+00,3.264949e-01
960,960,1000,32,1,0,8,0.000000e+00,2.174783e-02,6.016000e-06,2.108480e-04,1.107200e-05,1.946643e-02,1.775040e-03,3.264949e-01,921600,0.000000e+00,1.200914e-03,2.624000e-06,2.303680e-04,6.797760e-04,2.236800e-05,1.126400e-05,3.264949e-01,960,0.000000e+00,3.264949e-01
960,960,1000,32,1,0,8,0.000000e+00,2.170086e-02,9.600000e-06,2.015040e-04,1.113600e-05,1.945472e-02,1.756256e-03,3.264949e-01,921600,0.000000e+00,1.202106e-03,2.656000e-06,2.430080e-04,6.794240e-04,2.230400e-05,1.145600e-05,3.264949e-01,960,0.000000e+00,3.264949e-01
960,960,1000,32,1,0,16,0.000000e+00,1.250505e-02,5.472000e-06,1.805120e-04,1.398400e-05,1.029126e-02,1.738528e-03,3.264949e-01,921600,0.000000e+00,1.194000e-03,3.072000e-06,2.374720e-04,6.797760e-04,2.416000e-05,1.062400e-05,3.264949e-01,960,0.000000e+00,3.264949e-01
960,960,1000,32,1,0,16,0.000000e+00,1.250196e-02,5.856000e-06,1.803840e-04,1.081600e-05,1.029888e-02,1.737696e-03,3.264949e-01,921600,0.000000e+00,1.180172e-03,3.008000e-06,2.253760e-04,6.726400e-04,2.358400e-05,1.062400e-05,3.264949e-01,960,0.000000e+00,3.264949e-01
960,960,1000,32,1,0,16,0.000000e+00,1.246786e-02,5.504000e-06,1.802240e-04,1.078400e-05,1.024483e-02,1.760768e-03,3.264949e-01,921600,0.000000e+00,1.195908e-03,2.496000e-06,2.330880e-04,6.858240e-04,2.384000e-05,1.068800e-05,3.264949e-01,960,0.000000e+00,3.264949e-01
1920,1920,1000,32,1,0,4,0.000000e+00,1.787980e-01,5.504000e-06,2.016640e-04,1.081600e-05,1.713681e-01,6.634656e-03,1.631951e-01,3686400,0.000000e+00,3.460169e-03,3.520000e-06,3.055360e-04,2.439936e-03,6.969601e-05,1.747200e-05,1.631950e-01,1920,0.000000e+00,1.631950e-01
1920,1920,1000,32,1,0,4,0.000000e+00,1.784849e-01,5.728000e-06,1.999040e-04,1.056000e-05,1.712733e-01,6.431584e-03,1.631951e-01,3686400,0.000000e+00,3.490925e-03,5.472000e-06,2.995840e-04,2.470496e-03,7.007999e-05,1.804800e-05,1.631950e-01,1920,0.000000e+00,1.631950e-01
1920,1920,1000,32,1,0,4,0.000000e+00,1.785479e-01,9.248000e-06,2.532480e-04,1.097600e-05,1.712562e-01,6.450304e-03,1.631951e-01,3686400,0.000000e+00,3.452063e-03,4.064000e-06,3.082240e-04,2.440672e-03,7.007999e-05,1.814400e-05,1.631950e-01,1920,0.000000e+00,1.631950e-01
1920,1920,1000,32,1,0,8,0.000000e+00,9.697104e-02,5.536000e-06,1.963520e-04,1.075200e-05,8.967664e-02,6.518944e-03,1.631951e-01,3686400,0.000000e+00,3.447056e-03,1.241600e-05,2.851200e-04,2.464416e-03,5.616000e-05,1.852800e-05,1.631950e-01,1920,0.000000e+00,1.631950e-01
1920,1920,1000,32,1,0,8,0.000000e+00,9.696293e-02,5.632000e-06,2.104640e-04,1.372800e-05,8.967210e-02,6.494752e-03,1.631951e-01,3686400,0.000000e+00,3.468037e-03,4.352000e-06,2.965440e-04,2.463232e-03,5.692800e-05,1.801600e-05,1.631950e-01,1920,0.000000e+00,1.631950e-01
1920,1920,1000,32,1,0,8,0.000000e+00,9.699893e-02,5.536000e-06,2.196160e-04,1.065600e-05,8.966253e-02,6.498400e-03,1.631951e-01,3686400,0.000000e+00,3.458023e-03,1.248000e-05,2.960320e-04,2.451680e-03,5.657600e-05,1.840000e-05,1.631950e-01,1920,0.000000e+00,1.631950e-01
1920,1920,1000,32,1,0,16,0.000000e+00,5.482197e-02,5.728000e-06,2.009280e-04,1.417600e-05,4.737520e-02,6.622208e-03,1.631951e-01,3686400,0.000000e+00,3.533125e-03,4.032000e-06,3.117440e-04,2.502656e-03,5.516800e-05,1.856000e-05,1.631950e-01,1920,0.000000e+00,1.631950e-01
1920,1920,1000,32,1,0,16,0.000000e+00,5.457687e-02,5.792000e-06,1.914240e-04,1.408000e-05,4.736374e-02,6.437792e-03,1.631951e-01,3686400,0.000000e+00,3.476858e-03,1.132800e-05,3.017920e-04,2.462240e-03,5.468800e-05,1.907200e-05,1.631950e-01,1920,0.000000e+00,1.631950e-01
1920,1920,1000,32,1,0,16,0.000000e+00,5.465007e-02,5.376000e-06,1.935360e-04,1.081600e-05,4.736723e-02,6.500064e-03,1.631951e-01,3686400,0.000000e+00,3.550053e-03,4.128000e-06,3.289280e-04,2.504384e-03,5.526400e-05,1.849600e-05,1.631950e-01,1920,0.000000e+00,1.631950e-01
3840,3840,1000,32,1,0,4,0.000000e+00,1.136107e+00,5.760000e-06,2.467200e-04,1.113600e-05,1.109341e+00,2.514858e-02,8.160885e-02,14745600,0.000000e+00,1.157093e-02,4.192000e-06,3.811200e-04,9.571007e-03,1.978560e-04,2.140800e-05,8.160877e-02,3840,0.000000e+00,8.160878e-02
3840,3840,1000,32,1,0,4,0.000000e+00,1.139208e+00,5.408000e-06,2.280320e-04,1.366400e-05,1.111934e+00,2.562346e-02,8.160885e-02,14745600,0.000000e+00,1.150203e-02,1.280000e-05,3.664960e-04,9.508256e-03,1.981120e-04,2.048000e-05,8.160877e-02,3840,0.000000e+00,8.160877e-02
3840,3840,1000,32,1,0,4,0.000000e+00,1.136889e+00,5.792000e-06,2.541120e-04,1.091200e-05,1.109997e+00,2.525747e-02,8.160885e-02,14745600,0.000000e+00,1.146889e-02,1.203200e-05,3.928000e-04,9.493857e-03,1.994880e-04,2.012800e-05,8.160877e-02,3840,0.000000e+00,8.160878e-02
3840,3840,1000,32,1,0,8,0.000000e+00,6.077790e-01,9.312000e-06,2.308480e-04,1.142400e-05,5.809542e-01,2.524854e-02,8.160885e-02,14745600,0.000000e+00,1.149702e-02,1.216000e-05,3.800320e-04,9.532575e-03,1.586880e-04,2.150400e-05,8.160877e-02,3840,0.000000e+00,8.160878e-02
3840,3840,1000,32,1,0,8,0.000000e+00,6.106889e-01,5.632000e-06,2.317440e-04,1.084800e-05,5.837355e-01,2.533984e-02,8.160885e-02,14745600,0.000000e+00,1.143289e-02,4.320000e-06,3.549440e-04,9.492287e-03,1.591360e-04,2.153600e-05,8.160877e-02,3840,0.000000e+00,8.160877e-02
3840,3840,1000,32,1,0,8,0.000000e+00,6.096051e-01,5.888000e-06,3.680960e-04,1.161600e-05,5.817584e-01,2.606992e-02,8.160885e-02,14745600,0.000000e+00,1.145101e-02,1.276800e-05,3.843520e-04,9.466624e-03,1.584640e-04,2.140800e-05,8.160877e-02,3840,0.000000e+00,8.160877e-02
3840,3840,1000,32,1,0,16,0.000000e+00,3.421531e-01,5.824000e-06,2.608000e-04,1.379200e-05,3.152355e-01,2.523187e-02,8.160885e-02,14745600,0.000000e+00,1.139188e-02,1.212800e-05,3.384640e-04,9.416352e-03,1.525120e-04,2.128000e-05,8.160877e-02,3840,0.000000e+00,8.160878e-02
3840,3840,1000,32,1,0,16,0.000000e+00,3.426430e-01,5.440000e-06,2.245440e-04,1.049600e-05,3.158548e-01,2.516944e-02,8.160885e-02,14745600,0.000000e+00,1.134396e-02,1.241600e-05,3.432320e-04,9.423648e-03,1.523200e-04,2.176000e-05,8.160877e-02,3840,0.000000e+00,8.160878e-02
3840,3840,1000,32,1,0,16,0.000000e+00,3.404019e-01,9.344000e-06,2.282880e-04,1.100800e-05,3.136658e-01,2.513987e-02,8.160885e-02,14745600,0.000000e+00,1.145196e-02,4.384000e-06,3.763840e-04,9.500800e-03,1.506560e-04,2.169600e-05,8.160877e-02,3840,0.000000e+00,8.160878e-02
7680,7680,1000,32,1,0,4,0.000000e+00,8.700216e+00,5.632000e-06,3.629760e-04,1.091200e-05,8.597295e+00,1.008509e-01,4.083167e-02,58982400,0.000000e+00,4.034805e-02,4.256000e-06,6.353920e-04,3.746688e-02,7.094400e-04,2.659200e-05,4.083169e-02,7680,0.000000e+00,4.083169e-02
7680,7680,1000,32,1,0,4,0.000000e+00,8.699230e+00,5.504000e-06,3.656960e-04,1.072000e-05,8.596958e+00,1.001937e-01,4.083167e-02,58982400,0.000000e+00,4.014015e-02,1.123200e-05,6.209920e-04,3.728064e-02,7.100160e-04,2.521600e-05,4.083169e-02,7680,0.000000e+00,4.083169e-02
7680,7680,1000,32,1,0,4,0.000000e+00,8.718628e+00,5.952000e-06,3.659200e-04,1.116800e-05,8.615489e+00,1.010409e-01,4.083167e-02,58982400,0.000000e+00,4.051089e-02,4.160000e-06,6.396800e-04,3.764230e-02,7.110080e-04,2.508800e-05,4.083169e-02,7680,0.000000e+00,4.083169e-02
7680,7680,1000,32,1,0,8,0.000000e+00,4.468874e+00,5.824000e-06,3.707200e-04,1.049600e-05,4.365800e+00,1.010937e-01,4.083167e-02,58982400,0.000000e+00,4.033589e-02,4.512000e-06,6.251840e-04,3.764432e-02,5.427200e-04,2.483200e-05,4.083171e-02,7680,0.000000e+00,4.083171e-02
7680,7680,1000,32,1,0,8,0.000000e+00,4.470627e+00,5.600000e-06,3.599360e-04,1.040000e-05,4.368353e+00,1.003006e-01,4.083167e-02,58982400,0.000000e+00,4.050803e-02,3.520000e-06,6.290880e-04,3.778151e-02,5.441280e-04,2.572800e-05,4.083171e-02,7680,0.000000e+00,4.083171e-02
7680,7680,1000,32,1,0,8,0.000000e+00,4.468921e+00,5.536000e-06,3.681600e-04,1.033600e-05,4.366429e+00,1.005231e-01,4.083167e-02,58982400,0.000000e+00,4.066801e-02,4.256000e-06,6.318400e-04,3.796234e-02,5.434240e-04,2.592000e-05,4.083171e-02,7680,0.000000e+00,4.083171e-02
7680,7680,1000,32,1,0,16,0.000000e+00,2.336121e+00,5.728000e-06,3.647360e-04,1.068800e-05,2.234183e+00,1.000205e-01,4.083167e-02,58982400,0.000000e+00,4.031181e-02,1.155200e-05,6.228800e-04,3.763523e-02,5.269760e-04,2.563200e-05,4.083171e-02,7680,0.000000e+00,4.083171e-02
7680,7680,1000,32,1,0,16,0.000000e+00,2.336883e+00,6.016000e-06,4.184960e-04,1.056000e-05,2.234555e+00,1.003474e-01,4.083167e-02,58982400,0.000000e+00,4.009008e-02,1.216000e-05,6.457600e-04,3.737658e-02,5.256000e-04,2.454400e-05,4.083171e-02,7680,0.000000e+00,4.083171e-02
7680,7680,1000,32,1,0,16,0.000000e+00,2.335531e+00,5.824000e-06,3.816000e-04,1.091200e-05,2.232567e+00,1.010265e-01,4.083167e-02,58982400,0.000000e+00,4.019785e-02,3.264000e-06,6.261440e-04,3.748435e-02,5.269760e-04,2.643200e-05,4.083171e-02,7680,0.000000e+00,4.083171e-02
15360,15360,1000,32,1,0,4,0.000000e+00,3.545643e+01,5.696000e-06,8.895679e-04,1.123200e-05,3.504716e+01,4.054568e-01,2.044706e-02,235929600,0.000000e+00,1.569860e-01,3.456000e-06,1.637952e-03,1.504206e-01,2.814592e-03,3.564800e-05,2.044710e-02,15360,0.000000e+00,2.044710e-02
15360,15360,1000,32,1,0,4,0.000000e+00,3.548173e+01,5.856000e-06,9.304960e-04,1.219200e-05,3.507541e+01,4.024306e-01,2.044706e-02,235929600,0.000000e+00,1.563420e-01,3.616000e-06,1.649696e-03,1.497802e-01,2.814688e-03,3.414400e-05,2.044710e-02,15360,0.000000e+00,2.044710e-02
15360,15360,1000,32,1,0,4,0.000000e+00,3.556051e+01,5.376000e-06,9.046400e-04,1.161600e-05,3.515382e+01,4.028135e-01,2.044706e-02,235929600,0.000000e+00,1.561630e-01,3.456000e-06,1.610944e-03,1.496161e-01,2.826656e-03,3.459200e-05,2.044710e-02,15360,0.000000e+00,2.044710e-02
15360,15360,1000,32,1,0,8,0.000000e+00,1.835501e+01,9.952000e-06,8.780800e-04,1.142400e-05,1.794455e+01,4.070469e-01,2.044706e-02,235929600,0.000000e+00,1.597400e-01,3.552000e-06,1.636800e-03,1.538379e-01,2.065056e-03,3.440000e-05,2.044710e-02,15360,0.000000e+00,2.044710e-02
15360,15360,1000,32,1,0,8,0.000000e+00,1.835753e+01,5.568000e-06,8.993600e-04,1.187200e-05,1.794789e+01,4.062110e-01,2.044706e-02,235929600,0.000000e+00,1.564021e-01,3.072000e-06,1.704736e-03,1.505305e-01,2.063520e-03,3.417600e-05,2.044710e-02,15360,0.000000e+00,2.044710e-02
15360,15360,1000,32,1,0,8,0.000000e+00,1.837809e+01,6.048000e-06,9.564480e-04,1.193600e-05,1.794905e+01,4.254777e-01,2.044706e-02,235929600,0.000000e+00,1.569479e-01,3.424000e-06,1.676320e-03,1.510988e-01,2.063424e-03,3.475200e-05,2.044710e-02,15360,0.000000e+00,2.044710e-02
15360,15360,1000,32,1,0,16,0.000000e+00,9.755782e+00,5.728000e-06,9.272960e-04,1.177600e-05,9.324739e+00,4.277551e-01,2.044706e-02,235929600,0.000000e+00,1.569710e-01,3.616000e-06,1.933632e-03,1.507188e-01,2.034176e-03,4.022400e-05,2.044709e-02,15360,0.000000e+00,2.044709e-02
15360,15360,1000,32,1,0,16,0.000000e+00,9.751216e+00,5.664000e-06,9.418240e-04,1.123200e-05,9.320610e+00,4.262062e-01,2.044706e-02,235929600,0.000000e+00,1.569769e-01,4.160000e-06,1.634688e-03,1.501258e-01,2.032352e-03,3.478400e-05,2.044709e-02,15360,0.000000e+00,2.044709e-02
15360,15360,1000,32,1,0,16,0.000000e+00,9.726326e+00,5.888000e-06,9.563520e-04,1.161600e-05,9.321325e+00,4.017521e-01,2.044706e-02,235929600,0.000000e+00,1.560440e-01,3.872000e-06,1.588896e-03,1.503275e-01,2.032640e-03,3.504000e-05,2.044709e-02,15360,0.000000e+00,2.044709e-02
960,960,1000,32,1,0,32,0.000000e+00,7.241011e-03,5.536000e-06,1.826880e-04,1.091200e-05,5.056672e-03,1.728096e-03,3.264949e-01,921600,0.000000e+00,1.187086e-03,2.368000e-06,2.301440e-04,6.724800e-04,2.441600e-05,1.020800e-05,3.264949e-01,960,0.000000e+00,3.264950e-01
960,960,1000,32,1,1,32,0.000000e+00,6.048703e-02,3.968000e-06,2.386240e-04,1.203200e-05,5.786653e-02,1.772384e-03,3.264949e-01,921600,0.000000e+00,1.679182e-03,2.464000e-06,2.925760e-04,7.247360e-04,8.630400e-05,1.369600e-05,3.264949e-01,960,0.000000e+00,3.264949e-01
960,960,1000,32,1,0,32,0.000000e+00,7.359028e-03,5.824000e-06,2.254720e-04,1.072000e-05,5.053440e-03,1.780064e-03,3.264949e-01,921600,0.000000e+00,1.234055e-03,1.660800e-05,2.609280e-04,6.758720e-04,2.560000e-05,1.148800e-05,3.264949e-01,960,0.000000e+00,3.264950e-01
960,960,1000,32,1,1,32,0.000000e+00,6.046486e-02,3.520000e-06,2.297280e-04,1.184000e-05,5.786992e-02,1.763968e-03,3.264949e-01,921600,0.000000e+00,1.666069e-03,2.432000e-06,2.924480e-04,7.238400e-04,8.499200e-05,1.408000e-05,3.264949e-01,960,0.000000e+00,3.264949e-01
960,960,1000,32,1,0,32,0.000000e+00,7.972002e-03,5.536000e-06,2.035520e-04,1.136000e-05,5.092416e-03,2.351200e-03,3.264949e-01,921600,0.000000e+00,1.175880e-03,2.784000e-06,2.277120e-04,6.724800e-04,2.486400e-05,1.027200e-05,3.264949e-01,960,0.000000e+00,3.264950e-01
960,960,1000,32,1,1,32,0.000000e+00,6.047606e-02,2.368000e-06,2.344960e-04,1.353600e-05,5.787037e-02,1.775232e-03,3.264949e-01,921600,0.000000e+00,1.736879e-03,2.432000e-06,3.232640e-04,7.436800e-04,8.713600e-05,1.408000e-05,3.264949e-01,960,0.000000e+00,3.264949e-01
960,960,1000,32,1,0,64,0.000000e+00,7.205963e-03,5.824000e-06,1.859840e-04,1.081600e-05,4.876000e-03,1.858400e-03,3.264949e-01,921600,0.000000e+00,1.212835e-03,2.656000e-06,2.443200e-04,6.759040e-04,3.267200e-05,1.001600e-05,3.264949e-01,960,0.000000e+00,3.264949e-01
960,960,1000,32,1,1,64,0.000000e+00,3.655601e-02,2.400000e-06,2.102400e-04,1.347200e-05,3.395271e-02,1.789920e-03,3.264949e-01,921600,0.000000e+00,1.672029e-03,2.432000e-06,2.808960e-04,7.203840e-04,1.069120e-04,1.097600e-05,3.264949e-01,960,0.000000e+00,3.264950e-01
960,960,1000,32,1,0,64,0.000000e+00,7.081032e-03,5.728000e-06,1.784320e-04,1.046400e-05,4.873440e-03,1.744544e-03,3.264949e-01,921600,0.000000e+00,1.204014e-03,2.688000e-06,2.315520e-04,6.858560e-04,3.206400e-05,1.033600e-05,3.264949e-01,960,0.000000e+00,3.264949e-01
960,960,1000,32,1,1,64,0.000000e+00,3.649688e-02,2.272000e-06,2.278720e-04,1.363200e-05,3.390006e-02,1.770592e-03,3.264949e-01,921600,0.000000e+00,1.698971e-03,2.624000e-06,2.914880e-04,7.222080e-04,1.092480e-04,1.104000e-05,3.264949e-01,960,0.000000e+00,3.264950e-01
960,960,1000,32,1,0,64,0.000000e+00,7.057905e-03,5.600000e-06,1.845760e-04,1.072000e-05,4.869536e-03,1.725728e-03,3.264949e-01,921600,0.000000e+00,1.196146e-03,2.368000e-06,2.290880e-04,6.718080e-04,3.264000e-05,1.174400e-05,3.264949e-01,960,0.000000e+00,3.264949e-01
960,960,1000,32,1,1,64,0.000000e+00,3.655195e-02,2.400000e-06,2.111040e-04,1.376000e-05,3.397200e-02,1.766016e-03,3.264949e-01,921600,0.000000e+00,1.674175e-03,2.400000e-06,2.841920e-04,7.221440e-04,1.088320e-04,1.065600e-05,3.264949e-01,960,0.000000e+00,3.264950e-01
960,960,1000,32,1,0,128,0.000000e+00,7.725000e-03,1.414400e-05,2.041920e-04,1.120000e-05,5.454304e-03,1.770144e-03,3.264949e-01,921600,0.000000e+00,1.235008e-03,2.016000e-06,2.293760e-04,6.902720e-04,5.068800e-05,1.024000e-05,3.264949e-01,960,0.000000e+00,3.264949e-01
960,960,1000,32,1,1,128,0.000000e+00,3.123808e-02,1.568000e-06,2.130240e-04,1.353600e-05,2.860778e-02,1.828064e-03,3.264949e-01,921600,0.000000e+00,1.718044e-03,2.464000e-06,2.848000e-04,7.352320e-04,1.295680e-04,1.062400e-05,3.264949e-01,960,0.000000e+00,3.264951e-01
960,960,1000,32,1,0,128,0.000000e+00,7.670879e-03,5.632000e-06,2.058240e-04,1.049600e-05,5.448096e-03,1.736608e-03,3.264949e-01,921600,0.000000e+00,1.234055e-03,2.816000e-06,2.294720e-04,6.959680e-04,5.244800e-05,1.104000e-05,3.264949e-01,960,0.000000e+00,3.264949e-01
960,960,1000,32,1,1,128,0.000000e+00,3.103685e-02,2.528000e-06,2.095360e-04,1.372800e-05,2.846432e-02,1.767584e-03,3.264949e-01,921600,0.000000e+00,1.703978e-03,2.432000e-06,2.666880e-04,7.337600e-04,1.328640e-04,1.372800e-05,3.264949e-01,960,0.000000e+00,3.264950e-01
960,960,1000,32,1,0,128,0.000000e+00,7.673025e-03,8.352000e-06,1.809920e-04,1.088000e-05,5.448736e-03,1.756608e-03,3.264949e-01,921600,0.000000e+00,1.216173e-03,2.624000e-06,2.218880e-04,6.846400e-04,5.315200e-05,1.068800e-05,3.264949e-01,960,0.000000e+00,3.264949e-01
960,960,1000,32,1,1,128,0.000000e+00,3.108597e-02,1.568000e-06,2.088320e-04,1.347200e-05,2.846218e-02,1.774784e-03,3.264949e-01,921600,0.000000e+00,1.732111e-03,2.400000e-06,2.954240e-04,7.223680e-04,1.335040e-04,1.385600e-05,3.264949e-01,960,0.000000e+00,3.264950e-01
960,960,1000,32,1,0,256,0.000000e+00,8.288860e-03,5.632000e-06,1.958400e-04,1.094400e-05,6.058720e-03,1.746560e-03,3.264949e-01,921600,0.000000e+00,1.281023e-03,2.368000e-06,2.172480e-04,7.002240e-04,1.034240e-04,1.097600e-05,3.264949e-01,960,0.000000e+00,3.264951e-01
960,960,1000,32,1,1,256,0.000000e+00,3.445792e-02,1.568000e-06,2.148160e-04,1.372800e-05,3.184275e-02,1.771520e-03,3.264949e-01,921600,0.000000e+00,1.861095e-03,2.528000e-06,2.804160e-04,7.277760e-04,2.776640e-04,1.100800e-05,3.264949e-01,960,0.000000e+00,3.264948e-01
960,960,1000,32,1,0,256,0.000000e+00,8.285999e-03,5.440000e-06,1.974080e-04,1.100800e-05,6.059392e-03,1.748160e-03,3.264949e-01,921600,0.000000e+00,1.269102e-03,2.592000e-06,2.314560e-04,6.773440e-04,1.024000e-04,1.081600e-05,3.264949e-01,960,0.000000e+00,3.264951e-01
960,960,1000,32,1,1,256,0.000000e+00,3.457999e-02,1.536000e-06,2.116160e-04,1.584000e-05,3.202249e-02,1.762624e-03,3.264949e-01,921600,0.000000e+00,1.842976e-03,2.464000e-06,2.685440e-04,7.317440e-04,2.753280e-04,1.379200e-05,3.264949e-01,960,0.000000e+00,3.264949e-01
960,960,1000,32,1,0,256,0.000000e+00,8.296013e-03,5.824000e-06,1.979200e-04,1.113600e-05,6.054368e-03,1.761600e-03,3.264949e-01,921600,0.000000e+00,1.281023e-03,2.592000e-06,2.294400e-04,6.759040e-04,1.024320e-04,1.142400e-05,3.264949e-01,960,0.000000e+00,3.264951e-01
