height,width,iterations,precision,skip_cpu,device_index,block_size,cpu_iteration,gpu_iteration,gpu_iteration_setup,gpu_iteration_alloc,gpu_iteration_to,gpu_iteration_comp,gpu_iteration_from,iteratation_diff,iteration_disc,cpu_average,gpu_average,gpu_average_setup,gpu_average_alloc,gpu_average_to,gpu_average_comp,gpu_average_from,average_diff,average_disc,cpu_average_val,gpu_average_val
7680,7680,1000,32,1,1,64,0.000000e+00,1.021958e+01,3.456000e-06,4.811520e-04,1.539200e-05,1.009261e+01,1.031699e-01,4.083167e-02,58982400,0.000000e+00,6.411099e-02,2.400000e-06,6.065280e-04,3.907229e-02,1.466112e-03,2.598400e-05,4.083171e-02,7680,0.000000e+00,4.083171e-02
7680,7680,1000,32,1,0,64,0.000000e+00,7.436299e-01,5.952000e-06,3.626880e-04,1.100800e-05,6.400239e-01,1.017175e-01,4.083167e-02,58982400,0.000000e+00,4.064298e-02,3.808000e-06,6.909760e-04,3.786765e-02,5.278720e-04,2.576000e-05,4.083171e-02,7680,0.000000e+00,4.083171e-02
7680,7680,1000,32,1,1,64,0.000000e+00,1.021909e+01,4.672000e-06,6.608000e-04,1.740800e-05,1.009345e+01,1.016825e-01,4.083167e-02,58982400,0.000000e+00,6.456804e-02,2.976000e-06,6.917120e-04,3.939575e-02,1.484128e-03,2.716800e-05,4.083171e-02,7680,0.000000e+00,4.083171e-02
7680,7680,1000,32,1,0,128,0.000000e+00,4.753952e-01,5.856000e-06,3.896960e-04,1.139200e-05,3.716680e-01,1.018410e-01,4.083167e-02,58982400,0.000000e+00,4.060388e-02,3.872000e-06,6.622720e-04,3.786141e-02,5.306560e-04,2.691200e-05,4.083170e-02,7680,0.000000e+00,4.083170e-02
7680,7680,1000,32,1,1,128,0.000000e+00,5.347679e+00,1.568000e-06,4.805760e-04,1.468800e-05,5.223534e+00,1.005640e-01,4.083167e-02,58982400,0.000000e+00,6.429696e-02,2.432000e-06,6.206080e-04,3.925939e-02,1.478656e-03,2.646400e-05,4.083170e-02,7680,0.000000e+00,4.083170e-02
7680,7680,1000,32,1,0,128,0.000000e+00,4.797070e-01,5.888000e-06,3.868160e-04,1.072000e-05,3.733312e-01,1.034316e-01,4.083167e-02,58982400,0.000000e+00,4.133797e-02,3.200000e-06,6.630400e-04,3.756119e-02,5.329600e-04,2.588800e-05,4.083170e-02,7680,0.000000e+00,4.083170e-02
7680,7680,1000,32,1,1,128,0.000000e+00,5.353936e+00,1.568000e-06,4.829120e-04,1.532800e-05,5.223329e+00,1.069761e-01,4.083167e-02,58982400,0.000000e+00,6.404710e-02,2.432000e-06,6.604160e-04,3.892586e-02,1.473376e-03,2.819200e-05,4.083170e-02,7680,0.000000e+00,4.083170e-02
7680,7680,1000,32,1,0,128,0.000000e+00,4.743571e-01,5.632000e-06,4.238400e-04,1.072000e-05,3.708892e-01,1.015538e-01,4.083167e-02,58982400,0.000000e+00,4.059815e-02,4.416000e-06,9.396160e-04,3.758195e-02,5.304960e-04,2.678400e-05,4.083170e-02,7680,0.000000e+00,4.083170e-02
7680,7680,1000,32,1,1,128,0.000000e+00,5.348069e+00,4.448000e-06,6.526080e-04,1.779200e-05,5.223330e+00,1.009487e-01,4.083167e-02,58982400,0.000000e+00,6.468201e-02,1.228800e-05,6.556480e-04,3.959568e-02,1.479968e-03,2.659200e-05,4.083170e-02,7680,0.000000e+00,4.083170e-02
7680,7680,1000,32,1,0,256,0.000000e+00,4.123831e-01,5.792000e-06,3.587520e-04,1.113600e-05,3.098964e-01,1.006361e-01,4.083167e-02,58982400,0.000000e+00,4.094601e-02,3.456000e-06,7.444800e-04,3.774307e-02,8.604480e-04,3.372800e-05,4.083166e-02,7680,0.000000e+00,4.083167e-02
7680,7680,1000,32,1,1,256,0.000000e+00,3.302160e+00,4.096000e-06,5.961280e-04,1.664000e-05,3.178461e+00,1.000776e-01,4.083167e-02,58982400,0.000000e+00,6.541204e-02,1.203200e-05,7.968640e-04,3.935811e-02,2.299200e-03,2.668800e-05,4.083166e-02,7680,0.000000e+00,4.083166e-02
7680,7680,1000,32,1,0,256,0.000000e+00,4.143462e-01,9.632000e-06,3.666560e-04,1.043200e-05,3.121710e-01,1.003052e-01,4.083167e-02,58982400,0.000000e+00,4.056883e-02,4.640000e-06,6.498560e-04,3.751213e-02,8.583360e-04,2.486400e-05,4.083166e-02,7680,0.000000e+00,4.083167e-02
7680,7680,1000,32,1,1,256,0.000000e+00,3.303567e+00,4.608000e-06,6.767360e-04,1.708800e-05,3.178525e+00,1.013060e-01,4.083167e-02,58982400,0.000000e+00,6.530285e-02,4.736000e-06,7.184000e-04,3.928771e-02,2.294560e-03,2.720000e-05,4.083166e-02,7680,0.000000e+00,4.083167e-02
7680,7680,1000,32,1,0,256,0.000000e+00,4.115560e-01,9.184000e-06,4.489280e-04,1.212800e-05,3.089385e-01,1.006490e-01,4.083167e-02,58982400,0.000000e+00,4.100513e-02,1.164800e-05,6.568000e-04,3.794480e-02,8.577600e-04,2.611200e-05,4.083166e-02,7680,0.000000e+00,4.083167e-02
7680,7680,1000,32,1,1,256,0.000000e+00,3.302712e+00,2.144000e-06,4.801280e-04,1.526400e-05,3.178519e+00,1.006955e-01,4.083167e-02,58982400,0.000000e+00,6.550002e-02,3.520000e-06,6.280320e-04,3.962899e-02,2.296320e-03,2.694400e-05,4.083166e-02,7680,0.000000e+00,4.083166e-02
7680,7680,1000,32,1,0,512,0.000000e+00,4.189520e-01,5.824000e-06,3.882560e-04,1.110400e-05,3.162564e-01,1.008190e-01,4.083167e-02,58982400,0.000000e+00,4.169321e-02,2.944000e-06,6.608000e-04,3.777251e-02,1.707424e-03,2.534400e-05,4.083167e-02,7680,0.000000e+00,4.083167e-02
7680,7680,1000,32,1,1,512,0.000000e+00,2.996138e+00,3.712000e-06,5.106240e-04,1.494400e-05,2.865337e+00,1.072208e-01,4.083167e-02,58982400,0.000000e+00,6.914592e-02,2.464000e-06,6.549440e-04,3.888266e-02,6.606368e-03,2.876800e-05,4.083167e-02,7680,0.000000e+00,4.083168e-02
7680,7680,1000,32,1,0,512,0.000000e+00,4.159281e-01,5.728000e-06,3.673920e-04,1.097600e-05,3.138149e-01,1.002367e-01,4.083167e-02,58982400,0.000000e+00,4.127884e-02,4.608000e-06,6.422400e-04,3.738429e-02,1.709376e-03,2.556800e-05,4.083167e-02,7680,0.000000e+00,4.083167e-02
7680,7680,1000,32,1,1,512,0.000000e+00,2.988326e+00,4.192000e-06,5.766080e-04,1.670400e-05,2.864225e+00,1.005097e-01,4.083167e-02,58982400,0.000000e+00,6.937099e-02,4.800000e-06,6.447360e-04,3.916617e-02,6.601184e-03,2.764800e-05,4.083167e-02,7680,0.000000e+00,4.083168e-02
7680,7680,1000,32,1,0,512,0.000000e+00,4.156079e-01,6.400000e-06,4.742400e-04,1.289600e-05,3.126648e-01,1.009485e-01,4.083167e-02,58982400,0.000000e+00,4.162502e-02,1.276800e-05,6.562880e-04,3.773015e-02,1.708288e-03,2.563200e-05,4.083167e-02,7680,0.000000e+00,4.083166e-02
7680,7680,1000,32,1,1,512,0.000000e+00,2.990001e+00,4.224000e-06,6.678080e-04,1.769600e-05,2.865331e+00,1.009957e-01,4.083167e-02,58982400,0.000000e+00,6.995010e-02,3.776000e-06,6.671360e-04,3.973757e-02,6.598656e-03,2.838400e-05,4.083167e-02,7680,0.000000e+00,4.083167e-02
7680,7680,1000,32,1,0,992,0.000000e+00,4.476261e-01,5.792000e-06,3.871680e-04,1.097600e-05,3.446252e-01,1.011180e-01,4.083167e-02,58982400,0.000000e+00,4.484200e-02,3.968000e-06,6.924800e-04,3.754173e-02,5.069056e-03,2.665600e-05,4.083169e-02,7680,0.000000e+00,4.083171e-02
7680,7680,1000,32,1,1,992,0.000000e+00,2.832692e+00,3.776000e-06,5.550080e-04,1.590400e-05,2.708523e+00,1.006076e-01,4.083167e-02,58982400,0.000000e+00,1.022730e-01,5.760000e-06,6.300160e-04,3.919731e-02,3.947110e-02,2.860800e-05,4.083168e-02,7680,0.000000e+00,4.083158e-02
7680,7680,1000,32,1,0,992,0.000000e+00,4.533520e-01,6.144000e-06,3.785600e-04,1.152000e-05,3.443022e-01,1.071087e-01,4.083167e-02,58982400,0.000000e+00,4.554605e-02,4.640000e-06,6.823360e-04,3.820074e-02,5.106592e-03,2.620800e-05,4.083169e-02,7680,0.000000e+00,4.083169e-02
7680,7680,1000,32,1,1,992,0.000000e+00,2.832124e+00,3.520000e-06,5.189440e-04,1.555200e-05,2.708264e+00,1.002958e-01,4.083167e-02,58982400,0.000000e+00,1.024671e-01,1.171200e-05,6.367040e-04,3.941987e-02,3.943731e-02,2.716800e-05,4.083168e-02,7680,0.000000e+00,4.083160e-02
7680,7680,1000,32,1,0,992,0.000000e+00,4.488220e-01,6.016000e-06,3.855040e-04,1.113600e-05,3.442180e-01,1.027062e-01,4.083167e-02,58982400,0.000000e+00,4.492021e-02,3.232000e-06,6.737280e-04,3.762989e-02,5.071680e-03,2.649600e-05,4.083169e-02,7680,0.000000e+00,4.083173e-02
7680,7680,1000,32,1,1,992,0.000000e+00,2.832541e+00,3.552000e-06,4.758720e-04,1.513600e-05,2.708457e+00,1.006114e-01,4.083167e-02,58982400,0.000000e+00,1.021812e-01,6.176000e-06,6.134720e-04,3.926605e-02,3.935248e-02,2.867200e-05,4.083168e-02,7680,0.000000e+00,4.083159e-02
15360,15360,1000,32,1,0,32,0.000000e+00,4.922548e+00,5.632000e-06,9.462720e-04,1.619200e-05,4.518719e+00,4.006923e-01,2.044706e-02,235929600,0.000000e+00,1.554210e-01,1.251200e-05,1.585984e-03,1.496997e-01,2.031552e-03,3.424000e-05,2.044709e-02,15360,0.000000e+00,2.044709e-02
15360,15360,1000,32,1,1,32,0.000000e+00,7.024411e+01,3.776000e-06,1.304704e-03,1.817600e-05,6.974540e+01,4.040585e-01,2.044706e-02,235929600,0.000000e+00,2.557721e-01,2.528000e-06,1.425536e-03,1.569165e-01,6.651040e-03,3.590400e-05,2.044709e-02,15360,0.000000e+00,2.044709e-02
15360,15360,1000,32,1,0,32,0.000000e+00,4.908696e+00,8.608000e-06,9.146240e-04,1.164800e-05,4.504413e+00,4.011691e-01,2.044706e-02,235929600,0.000000e+00,1.569610e-01,4.992000e-06,1.618528e-03,1.512175e-01,2.030752e-03,3.462400e-05,2.044709e-02,15360,0.000000e+00,2.044709e-02
15360,15360,1000,32,1,1,32,0.000000e+00,7.022297e+01,4.288000e-06,1.766688e-03,2.592000e-05,6.972253e+01,4.052932e-01,2.044706e-02,235929600,0.000000e+00,2.558110e-01,2.432000e-06,1.502400e-03,1.568989e-01,6.665312e-03,3.603200e-05,2.044709e-02,15360,0.000000e+00,2.044709e-02
15360,15360,1000,32,1,0,32,0.000000e+00,4.911113e+00,5.728000e-06,9.549440e-04,1.155200e-05,4.504575e+00,4.033456e-01,2.044706e-02,235929600,0.000000e+00,1.555250e-01,1.177600e-05,1.699616e-03,1.496028e-01,2.030880e-03,3.590400e-05,2.044709e-02,15360,0.000000e+00,2.044709e-02
15360,15360,1000,32,1,1,32,0.000000e+00,7.013919e+01,1.536000e-06,1.291328e-03,1.801600e-05,6.964196e+01,4.024855e-01,2.044706e-02,235929600,0.000000e+00,2.570159e-01,3.680000e-06,1.479840e-03,1.580720e-01,6.650464e-03,3.596800e-05,2.044709e-02,15360,0.000000e+00,2.044709e-02
15360,15360,1000,32,1,0,64,0.000000e+00,2.792891e+00,8.384000e-06,9.078720e-04,1.161600e-05,2.385745e+00,4.041139e-01,2.044706e-02,235929600,0.000000e+00,1.554379e-01,1.222400e-05,1.608832e-03,1.496261e-01,2.033024e-03,3.532800e-05,2.044709e-02,15360,0.000000e+00,2.044709e-02
15360,15360,1000,32,1,1,64,0.000000e+00,3.704275e+01,4.512000e-06,1.673600e-03,1.817600e-05,3.652283e+01,4.261230e-01,2.044706e-02,235929600,0.000000e+00,2.554460e-01,3.968000e-06,1.508320e-03,1.575799e-01,5.609760e-03,4.265600e-05,2.044709e-02,15360,0.000000e+00,2.044709e-02
15360,15360,1000,32,1,0,64,0.000000e+00,2.790745e+00,5.664000e-06,9.088960e-04,1.184000e-05,2.385540e+00,4.021488e-01,2.044706e-02,235929600,0.000000e+00,1.564400e-01,3.360000e-06,1.614304e-03,1.506727e-01,2.032672e-03,3.395200e-05,2.044709e-02,15360,0.000000e+00,2.044709e-02
15360,15360,1000,32,1,1,64,0.000000e+00,3.706759e+01,3.680000e-06,1.260896e-03,1.846400e-05,3.657086e+01,4.033044e-01,2.044706e-02,235929600,0.000000e+00,2.535920e-01,3.904000e-06,1.465024e-03,1.556973e-01,5.588704e-03,3.651200e-05,2.044709e-02,15360,0.000000e+00,2.044709e-02
15360,15360,1000,32,1,0,64,0.000000e+00,2.790395e+00,5.664000e-06,8.873920e-04,1.158400e-05,2.384072e+00,4.033126e-01,2.044706e-02,235929600,0.000000e+00,1.564820e-01,3.168000e-06,1.640736e-03,1.507147e-01,2.032384e-03,3.507200e-05,2.044709e-02,15360,0.000000e+00,2.044709e-02
15360,15360,1000,32,1,1,64,0.000000e+00,3.709128e+01,3.968000e-06,1.489312e-03,1.884800e-05,3.657238e+01,4.252281e-01,2.044706e-02,235929600,0.000000e+00,2.543249e-01,2.432000e-06,1.456160e-03,1.565510e-01,5.579520e-03,3.433600e-05,2.044709e-02,15360,0.000000e+00,2.044709e-02
15360,15360,1000,32,1,0,128,0.000000e+00,1.782150e+00,5.568000e-06,8.722560e-04,1.161600e-05,1.376872e+00,4.023061e-01,2.044706e-02,235929600,0.000000e+00,1.563189e-01,3.488000e-06,1.620128e-03,1.505004e-01,2.034976e-03,3.577600e-05,2.044709e-02,15360,0.000000e+00,2.044709e-02
15360,15360,1000,32,1,1,128,0.000000e+00,2.045768e+01,5.120000e-06,1.775104e-03,1.852800e-05,1.996519e+01,3.992278e-01,2.044706e-02,235929600,0.000000e+00,2.546210e-01,4.032000e-06,1.394560e-03,1.568713e-01,5.476576e-03,3.292800e-05,2.044709e-02,15360,0.000000e+00,2.044709e-02
15360,15360,1000,32,1,0,128,0.000000e+00,1.808865e+00,1.184000e-05,9.740480e-04,1.228800e-05,1.375591e+00,4.290630e-01,2.044706e-02,235929600,0.000000e+00,1.567991e-01,3.712000e-06,1.704192e-03,1.498215e-01,2.036512e-03,3.644800e-05,2.044709e-02,15360,0.000000e+00,2.044709e-02
15360,15360,1000,32,1,1,128,0.000000e+00,2.052046e+01,3.936000e-06,1.349568e-03,1.856000e-05,1.995744e+01,4.698965e-01,2.044706e-02,235929600,0.000000e+00,2.538841e-01,2.560000e-06,1.442816e-03,1.561113e-01,5.478112e-03,3.411200e-05,2.044709e-02,15360,0.000000e+00,2.044709e-02
15360,15360,1000,32,1,0,128,0.000000e+00,1.783923e+00,5.920000e-06,1.016288e-03,1.206400e-05,1.375182e+00,4.055713e-01,2.044706e-02,235929600,0.000000e+00,1.565619e-01,1.203200e-05,1.678976e-03,1.506844e-01,2.036480e-03,3.430400e-05,2.044709e-02,15360,0.000000e+00,2.044709e-02
15360,15360,1000,32,1,1,128,0.000000e+00,2.045719e+01,4.608000e-06,1.735040e-03,1.843200e-05,1.996144e+01,4.025552e-01,2.044706e-02,235929600,0.000000e+00,2.548361e-01,2.656000e-06,1.407136e-03,1.570740e-01,5.477216e-03,3.584000e-05,2.044709e-02,15360,0.000000e+00,2.044709e-02
15360,15360,1000,32,1,0,256,0.000000e+00,1.572336e+00,5.920000e-06,9.169600e-04,1.148800e-05,1.148551e+00,4.196459e-01,2.044706e-02,235929600,0.000000e+00,1.601570e-01,3.232000e-06,1.666400e-03,1.532949e-01,2.048928e-03,3.628800e-05,2.044705e-02,15360,0.000000e+00,2.044705e-02
15360,15360,1000,32,1,1,256,0.000000e+00,1.275191e+01,4.704000e-06,1.699328e-03,1.836800e-05,1.224451e+01,4.144188e-01,2.044706e-02,235929600,0.000000e+00,2.568190e-01,4.192000e-06,1.446368e-03,1.581792e-01,6.374400e-03,3.641600e-05,2.044705e-02,15360,0.000000e+00,2.044705e-02
15360,15360,1000,32,1,0,256,0.000000e+00,1.560692e+00,9.088000e-06,8.697600e-04,1.174400e-05,1.157049e+00,3.996110e-01,2.044706e-02,235929600,0.000000e+00,1.564500e-01,3.744000e-06,1.608480e-03,1.496598e-01,2.056512e-03,3.468800e-05,2.044705e-02,15360,0.000000e+00,2.044705e-02
15360,15360,1000,32,1,1,256,0.000000e+00,1.273252e+01,3.744000e-06,1.321536e-03,2.128000e-05,1.223994e+01,4.000017e-01,2.044706e-02,235929600,0.000000e+00,2.570529e-01,4.064000e-06,1.452672e-03,1.583146e-01,6.403648e-03,3.676800e-05,2.044705e-02,15360,0.000000e+00,2.044705e-02
15360,15360,1000,32,1,0,256,0.000000e+00,1.586048e+00,5.888000e-06,8.696960e-04,1.148800e-05,1.155291e+00,4.277390e-01,2.044706e-02,235929600,0.000000e+00,1.556339e-01,3.360000e-06,1.716960e-03,1.496897e-01,2.048608e-03,3.596800e-05,2.044705e-02,15360,0.000000e+00,2.044705e-02
15360,15360,1000,32,1,1,256,0.000000e+00,1.273579e+01,3.712000e-06,1.327872e-03,1.817600e-05,1.223944e+01,4.038515e-01,2.044706e-02,235929600,0.000000e+00,2.597380e-01,2.816000e-06,1.458048e-03,1.610664e-01,6.417792e-03,3.638400e-05,2.044705e-02,15360,0.000000e+00,2.044705e-02
15360,15360,1000,32,1,0,512,0.000000e+00,1.577475e+00,6.048000e-06,9.515840e-04,1.212800e-05,1.173023e+00,4.013885e-01,2.044706e-02,235929600,0.000000e+00,1.582689e-01,3.104000e-06,1.586208e-03,1.505948e-01,3.984384e-03,3.462400e-05,2.044706e-02,15360,0.000000e+00,2.044706e-02
15360,15360,1000,32,1,1,512,0.000000e+00,8.722836e+00,4.160000e-06,1.515424e-03,2.403200e-05,8.226246e+00,4.040459e-01,2.044706e-02,235929600,0.000000e+00,2.639709e-01,4.672000e-06,1.459328e-03,1.577800e-01,1.399501e-02,3.718400e-05,2.044706e-02,15360,0.000000e+00,2.044706e-02
15360,15360,1000,32,1,0,512,0.000000e+00,1.577393e+00,5.824000e-06,8.994560e-04,1.155200e-05,1.172456e+00,4.009056e-01,2.044706e-02,235929600,0.000000e+00,1.601460e-01,3.744000e-06,1.580192e-03,1.512420e-01,4.139168e-03,3.542400e-05,2.044706e-02,15360,0.000000e+00,2.044705e-02
15360,15360,1000,32,1,1,512,0.000000e+00,8.726904e+00,1.536000e-06,1.283104e-03,1.772800e-05,8.235205e+00,3.993647e-01,2.044706e-02,235929600,0.000000e+00,2.631481e-01,2.432000e-06,1.392832e-03,1.569847e-01,1.399018e-02,3.680000e-05,2.044706e-02,15360,0.000000e+00,2.044706e-02
15360,15360,1000,32,1,0,512,0.000000e+00,1.574665e+00,7.872000e-06,1.692192e-03,1.747200e-05,1.169423e+00,4.003158e-01,2.044706e-02,235929600,0.000000e+00,1.587651e-01,5.696000e-06,1.588608e-03,1.498249e-01,4.194528e-03,3.417600e-05,2.044706e-02,15360,0.000000e+00,2.044705e-02
15360,15360,1000,32,1,1,512,0.000000e+00,8.725080e+00,2.528000e-06,1.250176e-03,1.843200e-05,8.232464e+00,4.003753e-01,2.044706e-02,235929600,0.000000e+00,2.624941e-01,5.664000e-06,1.358464e-03,1.563833e-01,1.400154e-02,3.456000e-05,2.044706e-02,15360,0.000000e+00,2.044706e-02
15360,15360,1000,32,1,0,992,0.000000e+00,1.678275e+00,5.888000e-06,9.184640e-04,1.136000e-05,1.275719e+00,3.995083e-01,2.044706e-02,235929600,0.000000e+00,1.638432e-01,3.424000e-06,1.636224e-03,1.495644e-01,1.042781e-02,3.760000e-05,2.044705e-02,15360,0.000000e+00,2.044700e-02
15360,15360,1000,32,1,1,992,0.000000e+00,8.200882e+00,1.728000e-06,1.324032e-03,1.808000e-05,7.618280e+00,4.895622e-01,2.044706e-02,235929600,0.000000e+00,3.280332e-01,4.672000e-06,1.872512e-03,1.552558e-01,7.970928e-02,3.996800e-05,2.044705e-02,15360,0.000000e+00,2.044703e-02
15360,15360,1000,32,1,0,992,0.000000e+00,1.675024e+00,6.080000e-06,1.078784e-03,1.216000e-05,1.271385e+00,4.004743e-01,2.044706e-02,235929600,0.000000e+00,1.644142e-01,3.232000e-06,1.588800e-03,1.503101e-01,1.043530e-02,3.574400e-05,2.044705e-02,15360,0.000000e+00,2.044700e-02
15360,15360,1000,32,1,1,992,0.000000e+00,8.110201e+00,3.648000e-06,1.256544e-03,1.820800e-05,7.617467e+00,4.004786e-01,2.044706e-02,235929600,0.000000e+00,3.290749e-01,4.960000e-06,1.385792e-03,1.575565e-01,7.934448e-02,3.593600e-05,2.044705e-02,15360,0.000000e+00,2.044703e-02
15360,15360,1000,32,1,0,992,0.000000e+00,1.676337e+00,5.408000e-06,9.108160e-04,1.126400e-05,1.273381e+00,3.999321e-01,2.044706e-02,235929600,0.000000e+00,1.644280e-01,3.392000e-06,1.601088e-03,1.502904e-01,1.042192e-02,3.520000e-05,2.044705e-02,15360,0.000000e+00,2.044701e-02
15360,15360,1000,32,1,1,992,0.000000e+00,8.115913e+00,2.240000e-06,1.289056e-03,1.868800e-05,7.621593e+00,4.018736e-01,2.044706e-02,235929600,0.000000e+00,3.280189e-01,3.712000e-06,1.526688e-03,1.558962e-01,7.971498e-02,3.664000e-05,2.044705e-02,15360,0.000000e+00,2.044703e-02
